2.480711743984372886e-01,1.953043270686299626e-01,1.101859368848119164e-01,1.879843833784796692e-01,2.584541782696412326e-01
2.461624118975390962e-01,1.959462038364394310e-01,1.142661524610537188e-01,1.877449165731976677e-01,2.558803152317700724e-01
2.457294651131103624e-01,1.964000801553902054e-01,1.153821323039566360e-01,1.866062471422370028e-01,2.558820752853058766e-01
2.453840471496059605e-01,1.968200351264900172e-01,1.169255132599863883e-01,1.872583614948673536e-01,2.536120429690502664e-01
2.473134431755235341e-01,1.941108833812307533e-01,1.121902473814238022e-01,1.882624533055030636e-01,2.581229727563188470e-01
2.487896369237083405e-01,1.950274044554477504e-01,1.072171069481062944e-01,1.892945803533426508e-01,2.596712713193950473e-01
2.488947310118584388e-01,1.969948328746092825e-01,1.066272467986612710e-01,1.896761203318248490e-01,2.578070689830462281e-01
2.489493202633735192e-01,1.950987214972840778e-01,1.078657723189014317e-01,1.885843570844070727e-01,2.595018288360339542e-01
2.465084038553725376e-01,1.954160224711730676e-01,1.138686470256596167e-01,1.872772173388796979e-01,2.569297093089151218e-01
2.474158569193702084e-01,1.946928337084654348e-01,1.120058608262511080e-01,1.876414971931443521e-01,2.582439513527688968e-01
2.478072018076594440e-01,1.972532348702250860e-01,1.104525708158435593e-01,1.885458401639127368e-01,2.559411523423592572e-01
2.466381237352154032e-01,1.971183036884903705e-01,1.126622652683687276e-01,1.879388141307296034e-01,2.556424931771958398e-01
2.480338667601703351e-01,1.974269973924094035e-01,1.083370525303242599e-01,1.891745630368232012e-01,2.570275202802728143e-01
2.480840235759665668e-01,1.966165895522667129e-01,1.085190985701804250e-01,1.882925902635088078e-01,2.584876980380775291e-01
2.481302898498163323e-01,1.962118190685525065e-01,1.077790033852359664e-01,1.890024406779026167e-01,2.588764470184926614e-01
2.473258459129339393e-01,1.960626939030431781e-01,1.117135025526087844e-01,1.878898354130571768e-01,2.570081222183570047e-01
2.460914819853461943e-01,1.964120386845957245e-01,1.144542457924473400e-01,1.870293682478193220e-01,2.560128652897915580e-01
2.490250173122072197e-01,1.977646474113568253e-01,1.068734919643181264e-01,1.897462967950012680e-01,2.565905465171166022e-01
2.452337586388169122e-01,1.980702047396084298e-01,1.159614294180989769e-01,1.876873620340369364e-01,2.530472451694387170e-01
2.492937900166854182e-01,1.950191853596365543e-01,1.067730181706294801e-01,1.882914701392994494e-01,2.606225363137490980e-01
2.484202157342020323e-01,1.955565703604402461e-01,1.074774258520120596e-01,1.882872849535235094e-01,2.602585030998222360e-01
2.471868505025386631e-01,1.964841067859376400e-01,1.111439161247136792e-01,1.879657426165860790e-01,2.572193839702240359e-01
2.459236459316603007e-01,1.952586253283398743e-01,1.141071257311466192e-01,1.875062952591242393e-01,2.572043077497290220e-01
2.489147515476901884e-01,1.968562935713512041e-01,1.066078335142895683e-01,1.890450246850935434e-01,2.585760966815754403e-01
2.472252886697681729e-01,1.973210301872471706e-01,1.117999487687827004e-01,1.880803622802488251e-01,2.555733700939532005e-01
2.476192432607797755e-01,1.966605219076388300e-01,1.107404172041670520e-01,1.884058423755242684e-01,2.565739752518900185e-01
2.466102827080645654e-01,1.967296039741247282e-01,1.130715356602767091e-01,1.876970363380042472e-01,2.558915413195297917e-01
2.477584691822064256e-01,1.951818119511466998e-01,1.109148447613460819e-01,1.874845849821130672e-01,2.586602891231877810e-01
2.472908206903769723e-01,1.974990865314422417e-01,1.106165916650651004e-01,1.886306298227759248e-01,2.559628712903398995e-01
2.473963987131633235e-01,1.977513528039782087e-01,1.105542362886604568e-01,1.888218419281964544e-01,2.554761702660016676e-01
2.452874712593552664e-01,1.972699465300610244e-01,1.156774044531579532e-01,1.873398005594219262e-01,2.544253771980038437e-01
2.477921851137926401e-01,1.956076166568596064e-01,1.103774805112757440e-01,1.881480489324978966e-01,2.580746687855741683e-01
2.485312821624733604e-01,1.963449481315489298e-01,1.075865431786503096e-01,1.890146972155844485e-01,2.585225293117430212e-01
2.484734365807994561e-01,1.943399626179604101e-01,1.091341310920676821e-01,1.879954843694145727e-01,2.600569853397579068e-01
2.472241180148022632e-01,1.977507071466646504e-01,1.109428661318781345e-01,1.882632393168282015e-01,2.558190693898268475e-01
2.491029570160795126e-01,1.958690190560502808e-01,1.062765248894817771e-01,1.891602793195055476e-01,2.595912197188828818e-01
2.460704290414056916e-01,1.972811232242147605e-01,1.145143363179072088e-01,1.879745147847576014e-01,2.541595966317147792e-01
2.479746995057590664e-01,1.940285985980031713e-01,1.108964685749520007e-01,1.873372824040994145e-01,2.597629509171863749e-01
2.484112494467438648e-01,1.952877893367051532e-01,1.094049818562442961e-01,1.878562726400632710e-01,2.590397067202435122e-01
2.459002817073059899e-01,1.990758288324581959e-01,1.131966968911933963e-01,1.880191077103494646e-01,2.538080848586930505e-01
